0  OUTPUT: $18. | ANSWER: 18 | EVALUATION: True
1278  OUTPUT: 665. | ANSWER: 665 | EVALUATION: True
1279  OUTPUT: 180.00 | ANSWER: 180 | EVALUATION: False
1280  OUTPUT: 7 | ANSWER: 7 | EVALUATION: True
1281  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
1282  OUTPUT: $12. | ANSWER: 12 | EVALUATION: True
1283  OUTPUT: $60. | ANSWER: 60 | EVALUATION: True
1284  OUTPUT: 25 | ANSWER: 25 | EVALUATION: True
1285  OUTPUT: 1,218. | ANSWER: 1218 | EVALUATION: False
1286  OUTPUT: 105 | ANSWER: 105 | EVALUATION: True
1287  OUTPUT: 84 | ANSWER: 84 | EVALUATION: True
1288  OUTPUT: 360 | ANSWER: 34 | EVALUATION: False
1289  OUTPUT: 101 | ANSWER: 101 | EVALUATION: True
1290  OUTPUT: 90. | ANSWER: 90 | EVALUATION: True
1291  OUTPUT: 27. | ANSWER: 27 | EVALUATION: True
1292  OUTPUT: 67 | ANSWER: 67 | EVALUATION: True
1293  OUTPUT: $140,000. | ANSWER: 140000 | EVALUATION: False
1294  OUTPUT: 28 | ANSWER: 36 | EVALUATION: False
1295  OUTPUT: 2. | ANSWER: 2 | EVALUATION: True
1296  OUTPUT: 335 | ANSWER: 335 | EVALUATION: True
1297  OUTPUT: 60 | ANSWER: 60 | EVALUATION: True
1298  OUTPUT: 31 | ANSWER: 31 | EVALUATION: True
1299  OUTPUT: $13. | ANSWER: 13 | EVALUATION: True
1300  OUTPUT: 120 | ANSWER: 120 | EVALUATION: True
1301  OUTPUT: 21. | ANSWER: 23 | EVALUATION: False
1302  OUTPUT: 72 | ANSWER: 72 | EVALUATION: True
1303  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
1304  OUTPUT: 1000. | ANSWER: 1000 | EVALUATION: True
1305  OUTPUT: 2325 | ANSWER: 2325 | EVALUATION: True
1306  OUTPUT: 5. | ANSWER: 2 | EVALUATION: False
1307  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
1308  OUTPUT: 30 | ANSWER: 30 | EVALUATION: True
1309  OUTPUT: 2180 | ANSWER: 2280 | EVALUATION: False
1310  OUTPUT: 32 | ANSWER: 64 | EVALUATION: False
1311  OUTPUT: 594 | ANSWER: 594 | EVALUATION: True
1312  OUTPUT: $180 | ANSWER: 180 | EVALUATION: True
1313  OUTPUT: 2.00 | ANSWER: 2 | EVALUATION: False
1314  OUTPUT: 18 | ANSWER: 8 | EVALUATION: False
1315  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
1316  OUTPUT: 230 | ANSWER: 230 | EVALUATION: True
1317  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
1318  OUTPUT: 14 | ANSWER: 14 | EVALUATION: True
#####################
Overall Accuracy = 973/1319 = 0.738
Used instruction:  Take a deep breath and work on this problem step-by-step.
 
